Index Name,Date,Close,P/E,P/B,cagr_curve,cagr_dev,fwd_1m,fwd_3m,fwd_6m,fwd_1y,fwd_2y,fwd_3y,fwd_4y,fwd_5y,Year
NIFTY MIDCAP 50,2010-12-30,2876.75,20.03,2.39,4077.863360755306,-29.454477860014283,-11.231424350395415,-12.77830885547927,-15.910315460154678,-39.04927435474059,-17.6327452854784,-20.359781002867816,16.25619188320153,17.870861214912658,2010
NIFTY MIDCAP 50,2010-12-31,2917.35,20.32,2.43,4079.277406407647,-28.483657536565545,-12.466793494095663,-14.125833376180431,-17.0805696951,-39.494746945001445,-18.779028913226036,-21.06706428779542,15.291274615661465,17.065144737518633,2010
NIFTY MIDCAP 50,2011-01-03,2958.05,20.6,2.46,4083.5224860636426,-27.561314769410128,-14.38447625969811,-12.991666807525238,-16.725545545207144,-37.99293453457514,-17.541961765352177,-23.209546829837223,15.109616132249283,15.794188739203175,2011
NIFTY MIDCAP 50,2011-01-04,2951.85,20.56,2.46,4084.9384940822606,-27.73820207388031,-15.515693548113896,-12.808916442231144,-16.550637735657293,-38.021918457916215,-17.12316005217067,-22.602774531226178,15.351389806392612,16.03740027440419,2011
NIFTY MIDCAP 50,2011-01-05,2912.8,20.28,2.42,4086.354993117817,-28.718870364770115,-15.177835759406765,-10.376613567701176,-15.613842351002482,-37.35237572095579,-15.677355122219172,-21.565160670145566,16.897830266410317,18.931955506728904,2011
NIFTY MIDCAP 50,2011-01-06,2868.1,19.97,2.39,4087.7719833405768,-29.83708456125398,-13.85586276629127,-8.481224504027052,-13.99184128865799,-36.515463198633235,-14.36316725358251,-20.342735608939712,14.002301174993903,20.12656462466442,2011
NIFTY MIDCAP 50,2011-01-07,2783.65,19.39,2.32,4089.1894649208666,-31.926607366091588,-11.242433495590332,-5.058107161460679,-9.927613026062899,-34.21946006143014,-11.765128518312284,-18.77031954448296,17.15553320280925,19.100820864692025,2011
NIFTY MIDCAP 50,2011-01-10,2708.85,18.9,2.26,4093.4448595110407,-33.824685736121765,-14.81071303320597,-5.517101352972653,-8.786016206139136,-29.27256954057994,-10.020857559480955,-18.182992782915253,24.741126308211992,23.388153644535503,2011
NIFTY MIDCAP 50,2011-01-11,2690.9,18.78,2.24,4094.864308225874,-34.28597879069039,-11.943959270132677,-4.886840833921735,-8.177561410680445,-28.0185068192798,-10.98888847597459,-17.67066780631016,25.573228287933404,24.2112304433461,2011
NIFTY MIDCAP 50,2011-01-12,2747.1,19.17,2.29,4096.284249150747,-32.936782876590264,-10.833242328273451,-5.533107640784829,-11.470277747442758,-29.112518656037278,-10.960649412107315,-19.35495613556113,23.004259036802456,20.224964508026645,2011
NIFTY MIDCAP 50,2011-01-13,2736.7,19.1,2.28,4097.704682456338,-33.213830373947154,-10.494391054920149,-5.1741148098074285,-9.78733511163079,-28.17992472686082,-10.622282310812281,-19.04848905616252,22.755508459093065,18.610004750246656,2011
NIFTY MIDCAP 50,2011-01-14,2688.2,18.73,2.24,4099.125608313387,-34.42016037400527,-8.8795476527044,-3.9357190685216814,-7.622200729112405,-26.86556059816977,-9.009746298638488,-17.32943977382635,24.34714678967338,18.590506658730742,2011
NIFTY MIDCAP 50,2011-01-17,2663.6,18.56,2.22,4103.391342901548,-35.08783887727993,-6.7915602943384945,-4.407568704009613,-6.526880913050004,-24.95494819041898,-9.239375281573803,-17.528908244481155,28.98145367172249,10.851854632827763,2011
NIFTY MIDCAP 50,2011-01-18,2683.9,18.7,2.24,4104.814240672996,-34.61579884891533,-9.78054323931592,-5.130593539252592,-7.233876075859758,-26.576996162301135,-10.10656134729312,-17.047952606281914,28.00588695554975,10.013413316442499,2011
NIFTY MIDCAP 50,2011-01-19,2684.5,18.63,2.24,4106.237631850482,-34.623851791299614,-8.312534922704417,-4.9543676662320735,-6.7815235611845885,-25.24492456695847,-9.541814118085313,-17.066492829204694,27.977276960327814,12.08791208791209,2011
NIFTY MIDCAP 50,2011-01-20,2696.4,18.75,2.25,4107.661516605101,-34.35681131223002,-8.717178460169118,-4.033155318202041,-8.550289274588351,-25.0,-9.94103248776147,-17.432502596054,27.672081293576632,8.622607921673332,2011
NIFTY MIDCAP 50,2011-01-21,2691.65,18.74,2.24,4109.085895108006,-34.49516343271158,-8.556090130589055,-3.746772425835454,-9.287983207326356,-24.774766407222337,-9.782103913956131,-17.02673081567069,28.129585941708623,9.410584585663063,2011
NIFTY MIDCAP 50,2011-01-24,2725.6,19.02,2.27,4113.361994818867,-33.73790093278619,-15.279204578808326,-4.389859113589667,-8.425667742882304,-24.35977399471675,-16.381714117992374,-19.880026416201936,26.76841796301732,11.852436160845325,2011
NIFTY MIDCAP 50,2011-01-25,2713.55,18.98,2.26,4114.788350027641,-34.053716274817106,-15.22912789519264,-3.965285327338741,-8.019015680566067,-22.72668644395719,-13.445486539772633,-22.761695933371417,27.331355604282194,12.349136739695222,2011
NIFTY MIDCAP 50,2011-01-27,2625.95,18.25,2.19,4117.642544431532,-36.22685865359569,-11.978522058683517,-0.6169195910051495,-5.672232906186325,-19.61766217940173,-10.76372360479063,-20.18507587730154,31.579047582779562,17.127134941640175,2011
NIFTY MIDCAP 50,2011-01-28,2548.45,17.8,2.13,4119.070383969728,-38.130457544064896,-9.301732425592013,0.914281229767111,-4.231984147226742,-19.305852577056648,-8.049991171103986,-17.89911514842354,35.935568679000966,20.180894269065508,2011
NIFTY MIDCAP 50,2011-01-31,2553.65,17.51,2.13,4123.356873989048,-38.06866400264963,-9.486421396824152,-1.5585534431108439,-6.197012119906797,-17.386877606563157,-8.959724316174889,-16.542987488496863,37.70485383666515,20.852505237601072,2011
NIFTY MIDCAP 50,2011-02-01,2504.1,17.2,2.09,4124.786695036225,-39.2914061952964,-4.103270636156708,0.38936144722654387,-4.340880955233406,-14.540154147198592,-7.517671019527972,-16.193442753883637,40.42969529970848,23.24388003673976,2011
NIFTY MIDCAP 50,2011-02-02,2509.4,17.2,2.09,4126.217011890164,-39.184003343283244,-4.154379532956087,0.17733322706623422,-5.957599426157644,-14.471586833506024,-9.125687415318406,-16.370447118833198,40.13309954570814,21.321829919502665,2011
NIFTY MIDCAP 50,2011-02-03,2532.55,17.36,2.11,4127.647824722795,-38.644232561917235,-5.030502852855823,-2.874573058774754,-6.953465874316411,-13.887188801800566,-9.956368087500744,-17.13490355570474,37.06935697222167,17.101340546089894,2011
NIFTY MIDCAP 50,2011-02-04,2493.85,17.11,2.08,4129.079133706102,-39.602755983956726,-3.432443811776964,-1.9487940333219655,-6.576177396395133,-10.746436233133505,-8.5590552759789,-15.514164845519984,38.42452432985144,17.958177115704622,2011
NIFTY MIDCAP 50,2011-02-07,2470.7,16.95,2.06,4133.376039280838,-40.22561759394448,-4.164811591856543,-0.6455660339175107,-8.950904601934662,-11.322702068239776,-8.981260371554612,-13.227020682397693,31.831060023475132,21.920913101550177,2011
NIFTY MIDCAP 50,2011-02-08,2382.95,16.26,1.99,4134.809334587907,-42.368563888387975,0.7868398413730882,3.01307203256469,-5.598103191422377,-6.5590969176860465,-6.5528021989550655,-10.5289661973604,36.68562076417887,26.410541555634847,2011
NIFTY MIDCAP 50,2011-02-09,2282.3,15.57,1.9,4136.243126906478,-44.82190891648706,6.232747666827332,7.5559742365157945,-2.771327169960125,-0.5586469789247706,-2.4777636594663366,-6.583271261446788,42.71349077684792,29.301581737720728,2011
NIFTY MIDCAP 50,2011-02-10,2307.65,15.74,1.92,4137.6774164088965,-44.22837336597359,4.664918856845723,6.400450674929026,-1.2891903018221962,-2.2208740493575685,-3.54906506619288,-7.609472840335407,42.014603601066014,26.388317119147175,2011
NIFTY MIDCAP 50,2011-02-11,2369.5,16.16,1.98,4139.112203267568,-42.75342431815621,0.4241401139480905,4.817472040514881,-4.422874024055712,-4.142224097910951,-6.066680734332142,-10.037982696771463,42.00675247942605,16.051909685587674,2011
NIFTY MIDCAP 50,2011-02-14,2449.5,16.81,2.04,4143.4195497060255,-40.882163377015694,-1.9003878342518932,1.2798530312308598,-10.293937538273124,-5.895080628699734,-12.64339661155337,-14.558073076137978,39.199836701367616,16.191059399877528,2011
NIFTY MIDCAP 50,2011-02-15,2459.05,16.87,2.05,4144.85632771494,-40.67224999917729,-4.2150423944206095,0.8865212175433568,-10.642321221609985,-3.430186454118478,-12.47636282304142,-14.82076411622375,38.6592383237429,15.73981822248427,2011
NIFTY MIDCAP 50,2011-02-16,2453.2,16.83,2.05,4146.293603943022,-40.83390530600468,-2.9002934942116254,1.127099298874934,-10.429235284526328,-2.2643893689874295,-11.582830588618931,-14.617642263166475,38.98989075493233,12.379748899396725,2011
NIFTY MIDCAP 50,2011-02-17,2482.7,17.03,2.07,4147.7313785630395,-40.14318253994262,-4.132597575220521,-0.8458533048697037,-12.421959962943552,-2.3563056349941602,-12.633423289160984,-15.632174648568087,38.09562170217908,12.051395657953057,2011
NIFTY MIDCAP 50,2011-02-18,2421.4,16.6,2.02,4149.169651747811,-41.64133541803959,-2.4056331048153967,0.8775914760056125,-12.845874287602221,1.556950524489964,-10.421656892706698,-12.58156438424053,41.59164119930618,15.538531428099445,2011
NIFTY MIDCAP 50,2011-02-21,2461.35,16.87,2.05,4153.487464419791,-40.74016062201283,-4.47315497592784,-2.090316289840932,-13.29961200154387,-0.09141324882686597,-13.110691287301679,-13.007089605297907,38.18432973774555,14.689093383712205,2011
NIFTY MIDCAP 50,2011-02-22,2434.45,16.69,2.03,4154.927733593015,-41.40812654051181,-2.5303456632915,-1.0084413317176244,-12.34159666454434,-4.0789500708578785,-11.873318408675459,-11.86304914867834,39.711228408880864,15.956376183532228,2011
NIFTY MIDCAP 50,2011-02-23,2408.2,16.5,2.01,4156.36850219601,-42.05999783879529,-0.5024499626276824,0.07059214350968457,-10.269080641142747,-3.7247736898928574,-11.965368324889948,-10.902333693214839,41.23411676771032,15.474213105223832,2011
NIFTY MIDCAP 50,2011-02-24,2309.15,15.83,1.93,4157.809770401958,-44.46234610255481,4.508152350431982,4.393391507697619,-6.725418444016206,0.03247948379274668,-8.189160513608895,-7.080527466816788,46.945845874022886,19.50717796591819,2011
NIFTY MIDCAP 50,2011-02-25,2300.3,15.77,1.92,4159.251538384104,-44.69437640951906,6.229622223188258,4.658088075468392,-7.85549710907274,-3.636482197974178,-7.835934443333481,-6.725209755249328,47.64595922271009,17.697691605442767,2011
NIFTY MIDCAP 50,2011-02-28,2311.4,15.86,1.93,4163.57984272105,-44.48527259442642,6.279743878169075,6.939517175737642,-8.137925067058926,0.004326382279140617,-12.972657263995856,-6.182400276888467,48.76265466816647,17.710045859652148,2011
NIFTY MIDCAP 50,2011-03-01,2401.35,16.48,2.0,4165.023611541614,-42.344864664256235,5.640577175338879,4.870177191996183,-8.905407375018214,-3.019135069856538,-14.904116434505587,-10.233826805755097,45.73677306515087,17.467258000707943,2011
NIFTY MIDCAP 50,2011-03-03,2405.15,16.5,2.01,4167.912651286285,-42.29365629201149,7.009957798889888,3.10375652246222,-8.498430451323202,-3.8459139762592742,-16.849260960854828,-10.375652246221655,47.13427436958193,22.485084090389364,2011
NIFTY MIDCAP 50,2011-03-04,2408.25,16.52,2.01,4169.357922557659,-42.23930771281256,6.872210111076504,2.7426554552060667,-8.616215093947888,-5.7282258901692025,-16.956296065607802,-8.96916848333852,43.64787708917264,23.955154157583316,2011
NIFTY MIDCAP 50,2011-03-07,2367.8,16.25,1.98,4173.6967440528115,-43.26851840939502,11.616268265900832,5.3298420474702235,-5.372075344201377,-5.019427316496339,-11.867556381451138,-3.792550046456633,44.820086155925324,26.387363797618036,2011
NIFTY MIDCAP 50,2011-03-08,2401.7,16.48,2.0,4175.1440210243545,-42.47623583986565,7.948536453345545,3.684889869675656,-6.2393304742474065,-2.8021817879002264,-12.133072407044999,-4.313611192072275,42.775950368489,24.603405920806097,2011
NIFTY MIDCAP 50,2011-03-09,2424.55,16.64,2.02,4176.591799855702,-41.949079149085954,5.561856839413504,2.7097811965106855,-8.785135385947907,-3.7182157513765524,-12.884865232723596,-5.215400796024017,41.43036852199378,24.779856055762917,2011
NIFTY MIDCAP 50,2011-03-10,2415.3,16.57,2.02,4178.04008072088,-42.19059766455702,5.966132571523208,2.517285637394928,-11.021405208462731,-2.012172400944001,-12.551235871320332,-4.852399287873155,42.13141224692585,24.423467064132808,2011
NIFTY MIDCAP 50,2011-03-11,2379.55,16.33,1.99,4179.488863793974,-43.06600453913067,7.55815175138157,4.515559664642477,-9.68460423189259,-0.540018070643622,-11.23741883969659,-3.9692378811119866,43.66371792986068,26.471391649681642,2011
NIFTY MIDCAP 50,2011-03-14,2402.95,16.49,2.0,4183.838228002518,-42.56589597759769,7.467904034624118,3.8640004993861776,-9.800453609105475,-0.5077092740173428,-12.476331176262502,-5.732537089827083,41.767410890780084,25.508229467945664,2011
NIFTY MIDCAP 50,2011-03-15,2355.4,16.16,1.97,4185.289021649343,-43.72192725959505,9.637428886813272,5.054343211344126,-6.688885115054777,-1.197248874925716,-11.747473889785187,-2.6874416235034504,44.62936231637937,27.717160567207255,2011
NIFTY MIDCAP 50,2011-03-16,2382.05,16.34,1.99,4186.740318375421,-43.10490217066279,6.89112319220837,3.0729833546734975,-7.848281942024737,-3.419323691778098,-13.366637979891271,-3.7761591906131375,43.01127180369848,25.822295921580142,2011
NIFTY MIDCAP 50,2011-03-17,2380.1,16.33,1.99,4188.192118355199,-43.17118382490246,6.9786983740179,2.466282929288699,-7.867316499306753,-4.749800428553408,-13.29565984622494,-3.6973236418637923,44.79433637242134,26.175370782740217,2011
NIFTY MIDCAP 50,2011-03-18,2363.15,16.21,1.97,4189.644421763186,-43.59545197381016,7.746016968876268,-0.06559041956710754,-7.206482872437226,-4.066606013160401,-12.673761716353171,-3.0065802001565833,46.31953113429108,28.821699849776785,2011
NIFTY MIDCAP 50,2011-03-21,2351.25,16.13,1.96,4194.004354302401,-43.93782644531639,10.188197767145146,0.11908559276980757,-4.291334396597557,-0.10845295055822435,-18.483785220627325,-1.9627857522594438,42.72620946305157,31.85539606592238,2011
NIFTY MIDCAP 50,2011-03-22,2372.85,16.28,1.98,4195.458673169526,-43.442417507895684,9.823629812251088,-2.170385822955523,-9.01658343342393,-3.990981309395869,-19.41757801799524,-2.6992856691320455,41.4269759993257,31.727669258486625,2011
NIFTY MIDCAP 50,2011-03-23,2396.1,16.44,1.98,4196.913496338313,-42.90804415934404,8.757981720295472,-3.1050456992612996,-10.441968198322272,-3.5975126246817646,-20.79212052919327,-3.052877592754899,40.05467217561871,30.823004048245075,2011
NIFTY MIDCAP 50,2011-03-24,2413.25,16.56,1.99,4198.368823983635,-42.51934260244005,7.985082357816209,-1.9765875893504536,-12.783590593597848,-6.165958769294533,-21.355019165026413,-3.7418419144307546,38.560033150315974,27.90427846265411,2011
NIFTY MIDCAP 50,2011-03-25,2443.6,16.77,2.02,4199.824656280423,-41.81661854987595,6.643886069733185,-2.068669176624638,-13.86683581600916,-7.331396300540193,-22.331805532820425,-3.9900147323620905,36.58945817646095,26.315681780978895,2011
NIFTY MIDCAP 50,2011-03-28,2456.55,16.86,2.03,4204.195182829836,-41.569078190454015,4.689503572082798,-2.0577639372290513,-14.237446825832977,-8.849809692454869,-21.312409680242627,-0.9342370397508848,37.493639453705384,25.649793409456343,2011
NIFTY MIDCAP 50,2011-03-29,2461.45,16.89,2.03,4205.653035483039,-41.472822906864195,3.3963720571208222,-2.015072416664976,-14.06894310264274,-9.067825874992375,-20.199475918665822,0.1503179020496237,37.21993134128259,25.23309431432694,2011
NIFTY MIDCAP 50,2011-03-30,2509.15,17.22,2.07,4207.111393663285,-40.35931628101741,0.18731442918915597,-3.590857461690211,-16.210668951637007,-8.29563796504793,-21.716517545782445,-1.7535818902815747,34.611322559432466,25.703923639479488,2011
NIFTY MIDCAP 50,2011-03-31,2505.25,17.19,2.07,4208.570257545871,-40.472658249956886,0.3432791138608948,-3.440774373814981,-16.080231513820976,-7.408442271230409,-21.594651232411934,-1.6006386588164778,34.66320726474403,27.75571300269435,2011
NIFTY MIDCAP 50,2011-04-01,2536.8,17.41,2.09,4210.029627306155,-39.74389197771023,-0.9046830652790994,-4.322374645222327,-19.447729422894987,-8.559996846420692,-22.5697729422895,-3.3171712393566755,34.85296436455376,27.120782087669504,2011
NIFTY MIDCAP 50,2011-04-04,2573.75,17.66,2.12,4214.4107736076885,-38.92977836622279,-4.9927149101505535,-4.29140359397765,-21.91937833899952,-8.847013113161717,-24.33608547838756,-3.236522583778545,33.05876639145215,25.012141816415735,2011
NIFTY MIDCAP 50,2011-04-05,2610.55,17.91,2.15,4215.872168633563,-38.078056080003854,-7.168987378138714,-5.843596177050825,-23.57740705981499,-11.984064660703698,-25.418015360747738,-4.78443239930283,31.183084024439278,20.451628967075884,2011
NIFTY MIDCAP 50,2011-04-06,2624.85,18.01,2.17,4217.334070414838,-37.76044401097666,-6.316551421986006,-6.021296455035518,-22.944168238185036,-12.463569346819824,-25.841476655808904,-5.303160180581745,30.468407718536294,20.742137645960735,2011
NIFTY MIDCAP 50,2011-04-07,2642.85,18.13,2.18,4218.796479127237,-37.35535683990285,-7.117316533287921,-5.128932780899397,-23.468982348600942,-13.059765026391968,-26.346557693399177,-5.948124184119408,30.90602947575536,18.820591407003807,2011
