Index Name,Date,Close,P/E,P/B,cagr_curve,cagr_dev,fwd_1m,fwd_3m,fwd_6m,fwd_1y,fwd_2y,fwd_3y,fwd_4y,fwd_5y,Year
NIFTY MIDCAP 50,2010-02-16,2566.35,15.37,2.33,3653.43876728373,-29.755220670961517,3.4913398406296814,5.870204765523024,10.737038985329361,-4.408985524188058,-6.573538293685576,-15.48113078886355,-18.382138055993924,32.86184659146259,2010
NIFTY MIDCAP 50,2010-02-17,2596.7,15.55,2.35,3654.705638865228,-28.949134168675073,2.7881541957099465,4.632803173258382,9.512073015750765,-4.390187545731116,-6.643046944198405,-16.468979859051856,-19.336080409750835,32.03296491701006,2010
NIFTY MIDCAP 50,2010-02-18,2581.15,15.46,2.34,3655.9729497489034,-29.39909470125383,3.885864827693064,5.253472289483363,11.401894504387577,-6.189101756968796,-4.728512484745173,-15.965751699823716,-17.991980318850132,32.82839044611898,2010
NIFTY MIDCAP 50,2010-02-19,2537.35,15.2,2.3,3657.240700087088,-30.6211920932746,5.779651999132951,3.6908585729205745,14.272764892505974,-2.9952509507951253,-3.083926143417348,-13.200780341695072,-16.217707450686735,35.52722328413505,2010
NIFTY MIDCAP 50,2010-02-22,2519.3,15.09,2.28,3661.046589352827,-31.186344163805263,5.737704918032782,3.512880562060894,15.86154884293256,-3.367999047354442,-7.309570118683761,-14.841424205136356,-14.831500813718101,35.00575556702257,2010
NIFTY MIDCAP 50,2010-02-23,2506.65,15.01,2.27,3662.3160990334395,-31.555607647806355,7.0791694093710555,4.035266191929465,16.44625296710749,-3.9275527097919594,-7.506033949693814,-15.4229748868011,-14.401691500608383,35.68707238744937,2010
NIFTY MIDCAP 50,2010-02-24,2501.35,14.98,2.27,3663.5860489310203,-31.724000293923588,6.884282487456783,4.255701920962696,16.08131608931178,-7.683850720610863,-7.6538669118675795,-15.243768365082843,-14.2203210266456,35.65474643692406,2010
NIFTY MIDCAP 50,2010-02-25,2483.2,14.87,2.25,3664.856439198219,-32.242912070431245,7.665512242268058,1.5987435567010433,15.665270618556693,-7.365496134020599,-10.734133376288646,-14.624275128865971,-13.595360824742265,36.77110180412373,2010
NIFTY MIDCAP 50,2010-02-26,2515.65,15.4,2.23,3666.127269987739,-31.38126925941626,7.1214199113549315,1.679486415041831,13.632659551209425,-8.119173970941906,-11.885596167988389,-17.339455011627226,-14.652276747560267,33.29358217558085,2010
NIFTY MIDCAP 50,2010-03-02,2575.05,15.76,2.28,3671.215001424952,-29.8583711659351,7.050348536921591,2.3688860410477464,11.99976699481564,-6.597930137278896,-10.164851167938483,-22.33548863128871,-16.28900409700783,35.906098910700756,2010
NIFTY MIDCAP 50,2010-03-03,2615.7,16.01,2.32,3672.488037118481,-28.775806113929818,5.386703368123258,2.3397178575524924,11.151890507321195,-8.049470505027323,-11.585808770118888,-23.54245517452306,-17.58993768398517,35.29074435141646,2010
NIFTY MIDCAP 50,2010-03-04,2641.45,16.17,2.34,3673.7615142516634,-28.099578871600844,4.3593480853319155,1.8834352344356375,11.611046962842387,-8.828484355183697,-14.05099471880973,-24.287796475420688,-17.00581120218061,30.96594673380153,2010
NIFTY MIDCAP 50,2010-03-05,2667.05,16.33,2.36,3675.035432977573,-27.42791059733774,3.35764233891378,-0.6674040606662879,10.539734913106248,-11.22026208732495,-14.875986576929566,-23.282278172512704,-17.106915880842134,30.404379370465474,2010
NIFTY MIDCAP 50,2010-03-08,2679.8,16.42,2.38,3678.8598402432053,-27.156779100808535,2.9498470035077107,-1.9665646690051553,10.24889917157996,-10.377640122397203,-12.889021568773796,-21.251585939249196,-14.243600268676781,27.95917605791476,2010
NIFTY MIDCAP 50,2010-03-09,2651.6,16.25,2.35,3680.135526871829,-27.94830569041841,5.294916276964856,-0.35827424950972686,12.275607180570214,-8.562754563282537,-11.962588625735393,-20.344320410318296,-13.33157338965153,29.32003318750944,2010
NIFTY MIDCAP 50,2010-03-10,2642.4,16.2,2.34,3681.411655859348,-28.22318591308997,5.406070239176497,1.5970330003027389,13.712912503784436,-8.594459582197999,-10.433696639418722,-20.066984559491374,-13.029821374508032,29.915985467756578,2010
NIFTY MIDCAP 50,2010-03-11,2644.0,16.2,2.35,3682.688227359155,-28.204620191375675,5.342284417549159,1.4447806354008996,13.644099848714063,-10.001891074130098,-10.487897125567326,-20.11535552193645,-13.574130105900151,29.29462934947051,2010
NIFTY MIDCAP 50,2010-03-12,2639.45,16.18,2.34,3683.965241524696,-28.353015651483155,5.523878080660749,2.8017200553145605,13.84000454640173,-8.960200041675348,-10.333592225653076,-20.6861277917748,-13.582375116027956,32.33817651404649,2010
NIFTY MIDCAP 50,2010-03-15,2628.9,16.11,2.33,3687.7989415509865,-28.71357572182725,5.3995967895317465,3.916086576134492,13.663509452622758,-10.403590855490885,-11.476282855947362,-20.928905625927207,-12.811442048004873,29.582715204077736,2010
NIFTY MIDCAP 50,2010-03-16,2655.95,16.28,2.36,3689.077727914992,-28.005040937397098,4.0719893070276125,2.9142114874150638,10.852990455392607,-10.312694139573397,-13.379393437376452,-22.300871627854434,-13.699429582635215,28.262956757469084,2010
NIFTY MIDCAP 50,2010-03-17,2669.1,16.36,2.37,3690.356957712761,-27.673663263884475,2.073732718894017,2.6375931962084653,12.582893110037086,-10.827619796935295,-15.063129893971738,-22.683676145517207,-14.124611292195876,29.116556142519954,2010
NIFTY MIDCAP 50,2010-03-18,2681.45,16.43,2.38,3691.636631098059,-27.364194584817085,1.603609987133825,1.3873091051483488,13.071286057916431,-11.870443230341788,-15.454325085308307,-23.03977325700646,-14.520129034664075,28.950754256092793,2010
NIFTY MIDCAP 50,2010-03-19,2684.0,16.45,2.38,3692.9167482247058,-27.320322038392064,1.5070789865871737,2.89865871833086,12.96385991058122,-12.397540983606559,-15.534649776453048,-24.936661698956776,-14.0666915052161,27.78129657228019,2010
NIFTY MIDCAP 50,2010-03-22,2663.85,16.33,2.36,3696.759763591728,-27.940949091811294,4.181917149989678,3.025695891285163,12.620830752482327,-10.924038515682188,-14.479043489685973,-28.220432832178986,-13.328453178669964,25.977438669594765,2010
NIFTY MIDCAP 50,2010-03-23,2684.1,16.45,2.38,3698.041657223027,-27.418340603129575,3.667896129056314,2.6358928504899293,11.93882493200702,-10.729853582206328,-13.941358369658353,-29.29101002198129,-13.45516187921464,25.027010916135772,2010
NIFTY MIDCAP 50,2010-03-25,2673.55,16.39,2.37,3700.6067781734964,-27.753739852371435,4.727796375605453,2.6444240803426,13.814965121280686,-8.600923865272769,-15.301752351742081,-29.011987806474536,-12.247760468291236,24.84150287071496,2010
NIFTY MIDCAP 50,2010-03-26,2694.8,16.54,2.39,3701.890005800999,-27.204752281209093,3.9019593290782195,3.102271040522475,12.91747068428084,-8.8411013804364,-15.969645242689634,-30.228588392459553,-12.609470090544761,22.66958586908119,2010
NIFTY MIDCAP 50,2010-03-29,2692.35,16.53,2.39,3705.742359143695,-27.346541149662247,3.898081601574832,2.2805355915835657,12.528088844318175,-8.576150946199423,-16.86630638661393,-27.043289319739262,-8.438724534328735,25.45174290118297,2010
NIFTY MIDCAP 50,2010-03-30,2686.25,16.49,2.39,3707.0273675925005,-27.536278164987927,5.6491391344811515,2.9874360167519765,11.823173569101897,-6.592833876221493,-14.341554211261053,-26.87761749651001,-8.230805025593291,25.736621684504414,2010
NIFTY MIDCAP 50,2010-03-31,2692.95,16.53,2.39,3708.3128216326486,-27.380721920477512,5.386286414526831,2.731205555246108,11.544959988117132,-6.970051430587265,-13.862121465307553,-27.059544365844147,-8.45912475166638,25.277112460313056,2010
NIFTY MIDCAP 50,2010-04-01,2712.95,16.67,2.41,3709.5987214186534,-26.86675288257344,4.272102324038407,1.1776848080502944,13.041154462854099,-6.4929320481394655,-14.497134115999177,-27.597264969866742,-9.594721613004287,26.097053023461548,2010
NIFTY MIDCAP 50,2010-04-05,2756.6,16.94,2.45,3714.746781113392,-25.793057712165623,1.2225204962635239,-1.227961982151926,13.16476819270116,-5.298193426685039,-16.647319161285644,-29.369513168395844,-9.829137343103822,24.232750489733725,2010
NIFTY MIDCAP 50,2010-04-06,2770.45,17.02,2.46,3716.0349119482635,-25.44607180379011,0.27251890487105523,-0.9565233084877889,13.739645183995375,-5.255463913804615,-17.064014871230306,-29.738851089173234,-10.279918424804624,23.611687631973144,2010
NIFTY MIDCAP 50,2010-04-07,2777.0,17.06,2.47,3717.323489457201,-25.295713222808757,-3.1580842635937967,-1.3539791141519597,12.356859920777818,-4.830752610731004,-17.259632697155215,-29.90457328051854,-10.491537630536552,24.582283039250985,2010
NIFTY MIDCAP 50,2010-04-08,2758.85,16.95,2.45,3718.6125137950935,-25.809694079031413,0.03987168566612631,0.09786686481687568,12.356597857803076,-6.0260615836308595,-16.715298040850357,-29.443427515087805,-7.847472678833567,26.222882722873674,2010
