Date,P/E,P/B,CAPE,Close,Year,cagr_curve_free,cagr_curve_best,cagr_dev_pct,cagr_curve,cagr_dev,fwd_1m,fwd_3m,fwd_6m,fwd_1y,fwd_2y,fwd_3y,fwd_4y,fwd_5y
1999-01-15,12.19,2.17,13.75,934.3,1999,943.5686938198951,895.2203717266359,4.36536404974678,895.1191737889787,4.377163103899499,2.167398052017555,3.6711976881087516,41.03606978486569,72.49277533982661,37.7234293053623,17.10906561061758,16.129722787113355,108.11837739484109
1999-01-18,12.33,2.19,13.75,944.9,1999,944.5473438104767,896.1704443253363,5.437532110462389,896.0474321927228,5.452006897417226,3.021483754894705,5.185733940099491,42.82992909302572,70.039157582813,38.210392634141186,15.689490951423446,13.9115250291036,104.82061593819449
1999-01-19,12.06,2.15,13.75,924.1,1999,944.8737859855015,896.4873592022501,3.0800925985527954,896.3570655279215,3.0950762301113772,5.648739313927065,7.5532950979331215,46.04480034628287,76.91267178876744,43.82642571150308,18.098690617898484,16.4754896656206,109.43079753273453
1999-01-21,12.84,2.29,13.75,967.2,1999,945.5270088366464,897.1215252097857,7.811480699209287,896.9766532209857,7.8288934864521655,-1.3802729528536006,3.044871794871784,38.55976013234077,67.55583126550866,39.371381306865175,12.836021505376326,11.445409429280406,88.64764267990073
1999-01-22,12.71,2.26,13.75,957.05,1999,945.8537895907633,897.4387764196854,6.642372175863895,897.2866076528092,6.660457409870905,-0.33436079619664216,2.5703986207617158,40.97487069641086,68.60143148215872,40.84948539783711,14.189436288595147,13.149783187921237,84.99555927067553
1999-01-25,12.61,2.24,13.75,949.8,1999,946.834809635554,898.3912033498759,5.722317455740161,898.2171137334632,5.7428082228506145,0.4737839545167377,-1.9425142135186313,39.624131396083406,67.02463676563488,44.25142135186355,13.718677616340269,9.249315645399037,100.53695514845234
1999-01-27,12.9,2.29,13.75,971.3,1999,947.489388207938,899.026716117329,8.039058527070381,898.8379871451556,8.061743483382875,1.0295480284155278,-2.8621435189951527,34.85534850200762,65.12920827756616,38.1704931535056,10.300628024297321,6.831051168537017,96.09801297230518
1999-01-28,12.68,2.26,13.75,955.1,1999,947.8168471741046,899.3446410644021,6.19955425203954,899.1485847695268,6.222710704128496,6.355355460161238,-1.2145325096848514,38.215893623704325,67.42749450319336,40.51408229504763,12.171500366453758,9.538268244162907,95.06857920636583
1999-01-29,12.83,2.28,13.75,966.2,1999,948.1444193123825,899.6626784400272,7.39580769042742,899.459289722344,7.420092386644687,5.133512730283574,0.04139929621196359,37.20761747050301,60.02897950734838,38.89981370316704,10.913889463879123,7.34837507762367,90.80935624094388
1999-02-01,12.48,2.22,13.75,940.15,1999,949.1278151510825,900.617465535869,4.389492317985314,900.3920489224137,4.4156266289966135,8.046588310375991,3.254799765994787,37.16960059564962,64.8141254055204,44.56735627293518,15.050789767590288,12.24804552465033,88.16146359623464
1999-02-02,12.36,2.2,13.75,931.2,1999,949.4558403690717,900.9359530234268,3.35917851596564,900.703183560021,3.3858897133504815,12.956400343642605,4.247207903780059,38.48797250859104,70.53264604810995,48.07237972508589,15.64647766323024,13.326890034364247,89.96993127147765
1999-02-03,12.64,2.25,13.84,952.4,1999,949.7839789548727,901.2545531384692,5.674916890397421,901.0144257116415,5.7030800864007265,10.442041159176817,1.9267114657706808,34.927551448971016,67.77614447711046,45.170096598068035,13.0722385552289,10.804283914321712,85.74128517429651
1999-02-04,12.48,2.22,13.84,939.7,1999,950.1122309476663,901.5732659208251,4.22891133980488,901.3257754144275,4.257531031765748,10.801319570075552,7.305523039267858,41.15143130786421,70.24050228796423,47.13206342449716,14.600404384377995,12.248589975524094,93.91295094178993
1999-02-05,12.43,2.21,13.84,936.3,1999,950.4405963866468,901.8920914103368,3.81508042008193,901.6372327055434,3.844425012312765,12.618818754672656,8.891380967638574,41.33290611983338,74.7944035031507,47.666346256541715,14.733525579408324,11.865854961016776,92.72669016340917
1999-02-08,12.17,2.17,13.84,916.5,1999,951.4263737728556,902.8492445204488,1.511963992039651,902.5722504807126,1.5431174082595018,16.97763229678122,19.388979814511732,44.87179487179487,81.42389525368247,52.26404800872886,22.61320240043645,14.413529732678665,105.20458265139116
1999-02-09,12.28,2.18,13.84,924.75,1999,951.7551933887972,903.168521237295,2.389529556802923,902.8841384970539,2.421779336974971,16.609894566098937,18.32387131657205,43.57934576912679,82.71424709380915,52.00865098675318,22.36280075696133,13.392808867261419,103.37388483373884
1999-02-10,12.74,2.27,13.84,959.45,1999,952.0841266471002,903.487910860723,6.194005306165506,903.1961342877419,6.228311169269986,12.444629735786105,14.044504664130496,36.51050080775444,78.35218093699514,46.146229610714464,17.937359945802278,9.291781749960904,96.02376361457084
1999-02-11,12.75,2.27,13.84,960.05,1999,952.4131735870402,903.8074134306601,6.222850768158123,903.5082378900184,6.258023971317036,10.369251601479078,16.24394562783189,37.003281079110465,82.90714025311183,46.05489297432426,17.86365293474299,9.1609811988959,97.02098849018282
1999-02-12,12.88,2.29,13.84,970.25,1999,952.7423342479065,904.1270289870478,7.313460265316269,903.8204493411387,7.349861436227376,10.553980932749308,14.496263849523338,34.96521515073434,79.79902087090956,44.519453749033765,16.413295542385974,7.647513527441396,94.31074465343983
1999-02-15,12.67,2.26,13.84,954.55,1999,953.7304989491574,905.0865539745413,5.465051470298386,904.7577311603015,5.50338141635359,12.508511864229233,20.674663453983566,37.22696558587817,78.36153161175423,48.41548373579174,21.517992771463,10.85851972133467,100.4661882562464
1999-02-16,12.73,2.27,13.84,958.9,1999,954.0601148868918,905.4066218764292,5.908215914381905,905.0703743796013,5.947562437594679,9.828970695588701,20.12722911669622,36.60444259046827,78.44405047450202,44.05568881009489,22.3120241943894,10.355615809782059,99.55678381478779
1999-02-17,12.87,2.29,13.84,969.05,1999,954.3898447422018,905.7268029646874,6.9914235537734655,905.3831256342119,7.032036776827498,9.452556627625007,18.8689954078737,36.49450492750632,79.77400546927402,42.90284299055776,21.030906557969132,9.19973169599093,98.1425107063619
1999-02-18,12.92,2.3,13.84,973.45,1999,954.7196885544583,906.0470972793424,7.439227267881936,905.6959849614651,7.480878370176024,10.390877805742438,19.179207971647227,40.053418254661246,76.46514972520416,42.25692125943807,20.483846114335602,8.819148389747799,96.87195027993221
1999-02-19,12.96,2.31,13.84,976.3,1999,955.0496463630457,906.3675048604343,7.715688698519048,906.0089523987061,7.758317113224389,8.870224316296227,20.890095257605257,37.76503124039743,79.60667827512036,41.841647034722925,18.70326743828743,9.013622861825255,90.34108368329407
1999-02-22,12.66,2.25,13.84,953.85,1999,956.0402041608404,907.3294076029508,5.127199890936049,906.9485037439995,5.171351632687541,11.443099019762016,20.731771242857878,43.597001624993446,82.31902290716569,42.066362635634526,21.979346857472336,12.192692771400115,89.56859044923206
1999-02-23,12.61,2.24,13.84,949.65,1999,956.3706183488665,907.6502686504798,4.627303356827798,907.2619039948997,4.672090365357006,12.98373084820723,21.265729479281823,44.232085505186134,78.6342336650345,39.04596430263783,22.72416153319645,12.6888853788238,90.40699204970252
1999-02-24,12.72,2.26,13.84,957.65,1999,956.7011467303495,907.9712431648611,5.471402008501569,907.5754125427067,5.517402384998726,10.980003132668514,20.252701926591122,44.379470579021586,80.85939539497728,37.04380514801859,21.69895055604867,11.747506917976303,90.18952644494334
1999-02-25,12.68,2.26,13.84,954.3,1999,957.0317893447551,908.29233118622,5.06529310378459,907.8890294248423,5.111965126900973,10.541758356910847,21.57602431101331,43.73362674211465,79.23608928010061,37.52488735198576,22.126165775961447,10.60987110971392,87.2367180132034
1999-02-26,12.51,2.23,13.84,941.2,1999,957.3625462315631,908.6135327546966,3.586394662922214,908.2027546787423,3.6332465576951316,10.63004674883128,20.643858903527402,49.011899702507435,83.01636209094771,39.439014024649374,26.370590735231623,11.522524436889082,87.6115597110072
1999-02-27,13.04,2.32,13.84,981.3,1999,957.693417430267,908.9348479104445,7.961533464793001,908.5165883418551,8.011236403617321,7.469683073473954,11.224905737287273,44.451238153469895,75.53755222663814,32.02384591867931,21.186181595842267,7.301538775094274,83.46071537756039
1999-03-01,13.5,2.4,13.84,1015.8,1999,958.3555029214039,909.5778191444418,11.678185045834976,909.1445810455773,11.731403472895561,4.690884032289833,10.632014176018911,38.87576294546171,68.60602480803308,33.6926560346525,15.967710179169137,4.238038984051973,82.38826540657611
1999-03-03,13.98,2.49,13.84,1051.85,1999,959.0180461343851,910.2212452097274,15.559816422175393,909.7730078358542,15.6167517546069,-3.8456053619812636,8.061986024623291,30.717307600893683,57.436896895945246,20.877501544897093,11.9313590340828,0.6654941293910754,76.86932547416458
1999-03-04,13.83,2.46,15.46,1041.2,1999,959.3494894854462,910.5431289046388,14.349333595272777,910.0873841072093,14.406596353537132,-2.8620822128313517,10.934498655397618,33.51901651940068,62.168651555897036,22.113907030349587,13.076258163657295,0.5186323472915699,77.08893584325776
1999-03-05,14.01,2.49,15.46,1054.45,1999,959.6810473856494,910.865126428044,15.76357129128698,910.4018690127393,15.822477511329126,-4.082697140689461,9.692256626677409,31.841244250557168,60.13087391531129,20.579449001849316,11.764426952439667,-1.3039973445872266,77.12551567167718
1999-03-08,14.25,2.53,15.46,1072.1,1999,960.6764087770741,911.8318023718252,17.576508870527505,911.3459759098332,17.639187349203965,-4.826975095606745,9.966421042813177,30.538196063800036,55.42859807853746,20.590429997201753,10.777912508161581,-6.100177222274028,75.84646954575133
1999-03-09,14.33,2.55,15.46,1078.35,1999,961.008425269875,912.1542556118809,18.220135834002495,911.6608957275827,18.28411255255006,-7.877776232206601,7.8685028052116746,29.540501692400454,52.66379190429824,16.358325219084712,8.29971716047666,-6.64441044187879,73.04678443918951
1999-03-10,14.35,2.55,15.46,1078.85,1999,961.3405565099002,912.4768228818396,18.233140058583682,911.9759243673317,18.298079058220136,-7.475552671826469,7.7628956759512535,28.942855818695847,48.56096769708487,11.039532835890075,8.249524957130273,-6.687676692774702,70.95518376048571
1999-03-11,14.09,2.51,15.46,1059.6,1999,961.6728025368071,912.7995042220259,16.082446922787415,912.2910618666847,16.147142539344735,-5.794639486598707,7.76708191770481,29.345979614949048,47.29143072857684,13.056813892034747,10.21611929029822,-4.251604379010942,70.38505096262743
1999-03-12,14.26,2.54,15.46,1072.65,1999,962.0051633902673,913.1222996727789,17.470573261039466,912.6063082632583,17.536991612660895,-6.940754206870836,5.057567706148314,27.772339532932435,45.49946394443667,11.681349927749029,7.25306483941639,-6.614459516151594,68.94606814897682
1999-03-15,14.28,2.54,15.46,1073.95,1999,963.0029353068832,914.0913710920411,17.488254890425235,913.5527012126677,17.557531007725977,-9.809581451650452,4.334466222822297,28.004097025001172,50.85432282694724,13.333954094697154,8.920340797988736,-7.537594860095909,64.19758834210158
1999-03-16,14.0,2.49,15.46,1053.15,1999,963.3357558635412,914.4146233887351,15.172042644847986,913.8683835745536,15.240883581140311,-0.8260931491240631,9.020557375492565,28.300811850163797,48.33594454731045,13.331434268622688,11.02881830698379,-5.711437117219775,66.1064425770308
1999-03-17,14.1,2.51,15.46,1060.65,1999,963.6686914453137,914.7379899979047,15.95123539172453,914.1841750219398,16.021478929510586,-8.83420544006034,10.90840522321217,28.194974779616256,46.75906283882523,11.884221939376793,10.243718474520325,-6.378164333191916,64.97902229764765
1999-03-18,14.29,2.54,15.46,1074.6,1999,964.0017420919544,915.0614709599741,17.434733523711454,914.5000755925215,17.506824622594667,-7.509771077610273,9.356970035362021,26.35864507723804,44.8538991252559,10.431788572492096,8.812581425646759,-6.57919225758421,59.74781313977295
1999-03-19,14.13,2.52,15.46,1062.9,1999,964.3349078432303,915.3850663153826,16.11506885057631,914.8160853240067,16.187288029980962,-6.491673722833768,13.115062564681512,27.7495531094176,46.44839589801484,11.647379809953895,8.396838837143662,-5.550851444162208,62.30125129363062
1999-03-20,14.1,2.51,15.46,1060.35,1999,964.6681887389223,915.7087761045829,15.795548505139326,915.1322042541166,15.868504580083473,-6.1253359739708575,13.38708916867073,28.056773706794935,46.8005847125949,10.43051822511436,8.98288301032677,-3.31022775498655,58.90979393596456
1999-03-22,14.13,2.52,15.46,1063.0,1999,965.3350961227478,916.3565391462437,16.002882566908067,915.764769861159,16.07784389447124,-7.6528692380056444,14.233301975540913,30.428033866415817,49.5390404515522,11.716839134524925,7.097836312323613,-2.4317968015051705,58.51364063969897
1999-03-23,14.27,2.54,15.46,1072.95,1999,965.6687226905117,916.6805924796821,17.047312750191292,916.0812166135992,17.123894753162237,-8.47662985227644,11.202758749242747,30.294981126799936,44.7784146511953,8.234307283657195,4.669369495316644,-5.503518337294377,58.106155925252814
1999-03-24,14.13,2.51,15.46,1062.8,1999,966.0024645619535,917.0047604088686,15.899071181061814,916.3977727156783,15.975838401534872,-12.36827248776815,11.149792999623642,32.88012796386903,47.68065487391795,9.286789612344748,5.668987579977425,-4.601053820097856,59.211516748212276
1999-03-25,14.03,2.5,15.46,1054.9,1999,966.3363217769223,917.3290429743276,14.996904118462812,916.714438205183,15.074002986728107,-11.712010617120116,11.57455683003128,31.71864631718646,48.16096312446676,10.105223243909368,6.460327993174686,-4.133093184188086,61.57455683003128
1999-03-26,13.85,2.46,15.46,1041.25,1999,966.6702943752823,917.6534402165984,13.468762210952809,917.0312131199124,13.545753416339226,-10.554621848739497,14.496998799519822,33.4453781512605,50.10324129651862,11.548619447779117,7.855942376950775,-2.631452581032412,67.82713085234093
1999-03-30,14.02,2.5,15.46,1054.6,1999,968.0073394003841,918.9521767650823,14.761140640901289,918.2994077875212,14.842718078286765,-7.244452873127239,12.62089891902145,33.99393134837854,46.92774511663191,8.875402996396753,7.998293191731465,-7.244452873127239,65.9539161767495
1999-03-31,16.53,2.84,15.46,1078.05,1999,968.3418895141339,919.2771480000001,17.271489054789363,918.6167303958218,17.355798596818513,-9.262093594916742,10.171142340336736,31.079263484996055,41.77913825889339,5.570242567598904,5.649088632252686,-9.262093594916742,64.36157877649462
1999-04-01,16.31,2.8,15.46,1063.45,1999,968.6765552507453,919.6022341552654,15.642389774843398,918.9341626564174,15.72646259290461,-8.716911937561711,11.260520005642016,31.947905402228606,44.318021533687514,7.019605999341749,7.0995345338285665,-7.442757064271954,71.10818562226714
1999-04-05,15.51,2.66,14.33,1011.4,1999,970.0163752252151,920.9037287928086,9.826898119504943,920.2049889797655,9.91029304474242,0.8058137235515073,21.638323116472225,36.26161755981809,41.84793355744514,12.675499307890048,12.907850504251538,1.9873442752620152,83.56733241052005
1999-04-06,15.71,2.7,14.33,1024.2,1999,970.3516196758117,921.2293901596923,11.177521140794049,920.5229700704617,11.262840070313763,2.2212458504198507,21.19214997070884,35.979300917789494,41.86194102714313,11.267330599492276,10.842608865455961,0.7127514157390991,80.7410661980082
1999-04-07,15.81,2.72,14.33,1031.05,1999,970.6869799892377,921.5551666909768,11.881527798513215,920.841061040995,11.96829112229375,3.089083943552695,20.624605984190893,42.5488579603317,51.025653460065,9.436981717666448,10.106202415013833,0.04364482808787429,79.3026526356627
1999-04-08,15.65,2.69,14.33,1020.35,1999,971.0224562055356,921.8810584273874,10.68130651698042,921.1592619293347,10.768033517126447,7.237712549615338,21.923849659430573,44.97476356152301,58.08301073161171,10.584603322389373,11.260841867986482,-0.22051256921644669,81.65825452050765
1999-04-09,15.24,2.62,14.33,993.4,1999,971.3580483647629,922.2070654096648,7.719842675322567,921.4775727734632,7.805119663418902,10.146970002013301,26.233138715522443,49.38594725186229,62.371652909200726,13.584658747735045,13.418562512583065,1.1526072075699556,85.04127239782567
1999-04-12,15.31,2.63,14.33,998.2,1999,972.3655209007953,923.1857782393157,8.125582469841573,922.4331654206051,8.213802085579534,11.290322580645174,31.77218994189539,48.6525746343418,59.557202965337595,2.6748146663995165,14.856742135844513,-4.708475255459832,84.15147265077138
1999-04-13,15.25,2.62,14.33,994.25,1999,972.7015772325843,923.5122466127507,7.659644324880429,922.7519164679777,7.748353837691919,15.473975358310277,32.90922806135279,50.49534825245159,52.74327382449082,5.064118682423935,14.070907719386483,-4.32989690721649,88.93135529293437
1999-04-15,14.87,2.56,14.33,968.6,1999,973.3740383665656,924.1655297497997,4.808064012323649,923.3897490384817,4.896117918635702,18.924220524468318,36.04170968408012,50.17034895725789,49.034689242205246,7.846376213091055,17.091678711542446,-1.7964071856287456,92.23105513111707
1999-04-16,16.04,2.76,14.33,1044.45,1999,973.7104432490518,924.4923445950818,12.97551635838136,923.7088306377487,13.0713451422662,10.287711235578545,26.789219206280812,38.25937096079275,38.211498875005965,0.01436162573602573,7.113791947915171,-8.21484992101107,78.94106946239647
1999-04-17,14.85,2.55,14.33,966.95,1999,974.0469643954204,924.8192750126719,4.555563030058043,924.0280224971383,4.645094786938096,19.127152386369506,39.57288380991777,49.340710481410596,49.289001499560456,10.346967268214492,16.355550959201604,-2.714721547132737,93.19509798852059
1999-04-19,15.26,2.62,14.33,993.9,1999,974.7203556405461,925.4734827282705,7.39367670157442,924.6667371487024,7.487374647517322,18.749371164101024,35.7883086829661,48.67189858134622,41.35727940436664,15.147399134721805,10.705302344300227,-4.698661837206952,85.53677432337257
1999-04-20,15.29,2.63,14.33,995.4,1999,975.0572258197079,925.8007601080624,7.517734148739925,924.986260017118,7.612409289363815,17.22925457102673,32.077556761101064,48.447860156720935,42.21920835844888,14.92867189069722,10.92525617842075,-4.842274462527618,85.2772754671489
1999-04-21,15.31,2.63,14.33,996.65,1999,975.3942124235623,926.1281532237294,7.614696360411173,925.305893298139,7.710326630209136,14.970150002508387,34.465459288616884,45.823508754326994,39.266542918777915,15.361460893994883,10.786133547383736,-4.961621431796514,87.9646816836402
1999-04-22,15.08,2.59,14.33,981.65,1999,975.7313154923461,926.4556621161994,5.957580070019359,925.6256370299187,6.0525941297227055,17.312687821524975,37.44206183466614,45.69856873631131,41.394590740080474,17.124229613406005,12.478989456527279,-3.886313859318491,92.48713900066214
1999-04-23,15.08,2.59,14.33,982.0,1999,976.0685350663107,926.7832868264148,5.957888317414939,925.9454912506241,6.053759025670741,17.27087576374744,36.756619144602865,47.637474541751516,41.34419551934827,17.082484725050918,12.627291242362526,-4.8676171079429675,92.71384928716904
1999-04-26,14.3,2.46,14.33,931.35,1999,977.0808932220085,927.7668562731745,0.38621165464122287,926.9057172281595,0.4794751709085202,21.919793847640513,42.39007891770012,51.86020293122884,54.19552262844256,22.805604767273312,17.82895796424546,-0.1986363880388753,95.11998711547753
1999-04-28,14.49,2.49,14.33,943.5,1999,977.7563819236068,928.4231490776712,1.6239201852416896,927.5464210247956,1.7199763390362925,14.62639109697934,39.915209326974036,44.960254372019094,49.07790143084261,19.26338102808691,13.852676205617387,-1.4838367779544281,92.53312135665077
1999-04-29,14.84,2.55,14.33,966.6,1999,978.094301374708,928.7514695549609,4.07520544362373,927.8669389812957,4.174419778468381,17.14256155596936,37.150837988826815,37.12497413614733,37.952617421891176,16.41320091040761,11.131802193254714,-3.5485205876267356,87.14566521829093
1999-04-30,15.02,2.58,14.33,978.2,1999,978.4323376131374,929.0799061369987,5.286961168629371,928.1875676942584,5.38818166138329,15.753424657534243,33.934778163974656,29.830300552034352,36.316704150480476,15.032713146595778,10.866898384788382,-4.5133919443876565,83.61275812717236
1999-05-03,14.95,2.56,14.33,970.75,1999,979.4471474560894,930.065912922257,4.374322992863383,929.1501187547118,4.477197000312739,17.08987895956735,32.37702807107905,36.63662116919908,35.57043523049188,15.585887200618064,13.000257532835446,-2.611382951326291,81.99330414627866
1999-05-04,15.53,2.66,14.33,1008.35,1999,979.7856512475961,930.3948143340162,8.378720997255847,929.471190876381,8.486417857582618,14.548519859175869,31.54162741111717,32.57301532206078,36.91178658203995,12.069221996330626,9.183319283978776,-6.24287201864433,77.82515991471215
1999-05-05,15.73,2.69,15.78,1019.55,1999,980.1242720283832,930.7238320559609,9.54377280184422,929.7923739460072,9.653512823843078,13.447109018684733,29.792555539208475,33.83845814329851,39.512530037761785,11.735569614045428,7.98391447207103,-7.272816438624885,77.51949389436518
1999-05-06,16.15,2.76,15.78,1046.95,1999,980.4630098388828,931.0529661292215,12.447952811171547,930.1136680019287,12.561511137564437,10.478055303500655,25.774869860069714,30.818090644252337,30.383494913797215,8.811309040546345,5.157839438368583,-9.083528344238022,75.06089116003629
1999-05-07,16.4,2.81,15.78,1062.9,1999,980.8018647195413,931.3822165949443,14.120710172658631,930.4350730824975,14.23688022407099,8.820208862545865,24.91767805061622,28.8550192868567,28.426945150061144,7.178473986263989,4.49713049205005,-10.607771192021842,69.76667607488945
1999-05-10,16.88,2.89,15.78,1094.2,1999,981.8191321871426,932.3706667585585,17.356759388843788,931.3999548558049,17.479069469076695,6.251142387132136,19.69932370681775,26.951197221714484,24.57960153536831,4.638091756534446,2.0288795467007903,-14.458051544507411,61.679766039115314
1999-05-11,17.21,2.95,15.78,1116.0,1999,982.1584557531793,932.7003832058759,19.65257226163958,931.7218044187462,19.77824225077738,2.320788530465956,17.8584229390681,24.51612903225806,16.89516129032258,2.195340501792109,0.3270609318996476,-16.129032258064512,52.28046594982079
1999-05-12,17.14,2.93,15.78,1110.9,1999,982.497896591816,933.0302162516015,19.063668105303265,932.0437651982929,19.189682017094484,1.4402736519938841,17.877396705374004,23.642992168512002,15.473940048609226,2.6915113871635477,0.7876496534341415,-15.7439913583581,54.02826537042036
1999-05-13,17.71,3.03,15.78,1148.1,1999,982.8374547435831,933.3601659369684,23.00717792551833,932.3658372328764,23.138359874637892,-1.846529047992318,12.52068635136312,18.691751589582807,13.165229509624599,-0.6358331155822627,-2.4780071422349836,-17.759777022907397,49.59498301541678
1999-05-14,17.98,3.08,15.78,1165.35,1999,983.1771302490247,933.6902323032242,24.811201797122596,932.6880205609411,24.945316580685812,-3.2994379371004245,12.4039987986442,16.93482644699018,11.490110267301667,-2.106663234221473,-4.312009267602013,-18.294932852791,35.787531642854084
1999-05-17,17.77,3.04,15.78,1151.9,1999,984.1968612930497,934.6811319000179,23.23989012792203,933.6552386906704,23.37530517318035,2.1225800850768195,14.827676013542845,17.393002864832006,13.868391353416087,2.0010417570969663,-5.3173018491188495,-16.090806493619247,20.56168070144977
1999-05-18,17.9,3.06,15.78,1160.15,1999,984.5370066189123,935.0116654025959,24.078665852844143,933.9778675773737,24.216005568664034,1.292936258242472,17.514976511657963,17.59255268715252,11.485583760720598,1.0903762444511411,-7.395595397146937,-16.687497306382802,29.634099038917384
1999-05-19,18.22,3.12,15.78,1180.25,1999,984.877269501381,935.3423157925196,26.183748994609434,934.3006079499812,26.324438832344843,1.86824825248888,13.95890701122644,15.386570641813169,7.434865494598597,-0.9150603685659786,-8.97267528066088,-18.106333403939846,32.840499894090236
1999-05-20,18.01,3.08,15.78,1166.9,1999,985.2176499810843,935.6730831111234,24.712361727885188,934.6234598470172,24.852419196817806,3.0336789784900065,15.459765189819175,17.855000428485713,5.664581369440391,0.2185277230268179,-7.93127088867942,-16.740937526780364,32.30353929214156
1999-05-21,17.69,3.03,15.78,1145.85,1999,985.5581480986643,936.0039673997579,22.41935289902664,934.9464233070199,22.557824858775138,4.926473796744779,19.535715844133183,20.020072435310034,7.605707553344687,2.059606405725023,-8.434786403106854,-15.521228782126794,36.160928568311746
1999-05-24,18.08,3.01,15.78,1151.6,1999,986.5803486853005,936.99732249956,22.903232735816133,935.9159834504044,23.04523273066048,2.5790204932268246,20.063390065995158,21.131469260159786,7.320250086835722,2.6267801319902695,-7.346300798888494,-14.688259812434868,39.705626953803396
1999-05-25,18.16,3.03,15.78,1160.2,1999,986.9213177610932,937.328675082106,23.777286542350954,936.2393935479173,23.921297052389015,1.4480262023788937,18.225305981727292,21.4144113083951,7.537493535597317,1.2670229270815403,-8.403723495948977,-15.320634373383902,38.48474400965352
1999-05-26,18.28,3.1,15.78,1135.5,1999,987.2624046781858,937.6601448416505,21.099313674226828,936.5629154012853,21.241187466138026,4.99339498018494,23.513870541611624,23.258476442095976,12.31616028181417,5.0814619110524095,-6.411272567151027,-13.478643769264643,40.80140907089387
1999-05-27,17.32,2.96,15.78,1091.45,1999,987.603609477305,937.9917318196312,16.360300733426687,936.8865490491264,16.497563243676048,9.230839708644467,29.873104585642942,26.863346923816934,20.120023821521826,9.322460946447375,-2.6341105868340264,-10.499793852214944,45.347931650556596
1999-05-28,17.2,2.93,15.78,1081.5,1999,987.9449321991917,938.3234360575003,15.258764562470745,937.2102945300716,15.39565947067163,10.2357836338419,31.53952843273231,28.030513176144247,21.22515025427647,10.328247803975966,-4.003698566805358,-8.386500231160433,39.5053166897827
1999-05-31,18.01,3.05,15.78,1132.3,1999,988.9696083090759,939.3192527451805,20.544745217435832,938.182202358043,20.690842051155734,4.8926962819040964,24.70193411640025,21.53581206394066,21.91557007860108,3.144043098118887,-9.140687097059086,-10.346198004062524,31.02534663958314
1999-06-01,18.25,3.02,15.78,1123.8,1999,989.3114031297225,939.6514264374191,19.597541001002796,938.5063955579826,19.743456764815363,5.2856380138814885,25.529453639437637,23.576259120840003,20.039152874176903,2.1578572699768594,-7.47908880583733,-9.668090407545826,34.178679480334594
