Index Name,Date,Close,P/E,P/B,cagr_curve,cagr_dev,fwd_1m,fwd_3m,fwd_6m,fwd_1y,fwd_2y,fwd_3y,fwd_4y,fwd_5y,Year
NIFTY SMALLCAP 100,2011-03-30,3584.16,16.29,2.18,3584.16,0.0,4.262923530199547,2.256316682290982,-7.663720369626348,-5.5287710370072745,-10.622014642203471,3.0352997634034207,55.79661622249008,35.496183206106856,2011
NIFTY SMALLCAP 100,2011-03-31,3583.74,16.28,2.18,3585.402848378411,-0.04637828575283227,4.275142727988079,2.268300713779481,-7.6528989268194625,-3.847656358999252,-10.611539899657895,3.047375088594606,56.91149469548573,36.30592621116489,2011
NIFTY SMALLCAP 100,2011-04-01,3650.05,16.59,2.22,3586.6461277286794,1.767776078636245,2.3807893042560924,0.6830043424062682,-10.698483582416674,-5.594443911727243,-12.235448829468098,1.5492938452897898,56.6088135778962,36.56251284228984,2011
NIFTY SMALLCAP 100,2011-04-04,3749.01,17.07,2.28,3590.3785531053304,4.418237368242659,-2.865823244003085,-0.983192896257945,-14.320047159116678,-6.854076142768362,-15.366990218751086,2.3416848714727267,55.46771014214418,33.859338865460465,2011
NIFTY SMALLCAP 100,2011-04-05,3804.82,17.32,2.32,3591.62355783799,5.935935064707771,-5.469641139396875,-1.9864277416540177,-16.571611797667163,-9.685609306090692,-16.50984803486104,0.8996483407887945,53.18727298531862,29.06523830299461,2011
NIFTY SMALLCAP 100,2011-04-06,3837.16,17.47,2.34,3592.8689942902465,6.799329619253536,-5.460809557068247,-2.5745603519269467,-15.48697474173607,-10.44678877086177,-17.665669401328053,0.04925517830896009,51.896194060190346,29.84212282000229,2011
NIFTY SMALLCAP 100,2011-04-07,3873.96,17.63,2.36,3594.1148626118056,7.786204617423771,-6.033361211783294,-2.4378155685655045,-16.289791324639392,-11.297483711757472,-18.44778985843942,-0.9011450815186506,52.39573975983232,27.75170626439096,2011
NIFTY SMALLCAP 100,2011-04-08,3823.24,17.4,2.33,3595.3611629524207,6.338134799799936,-4.786777706866419,-2.3160983877548835,-13.150887728732696,-10.120735292579063,-17.365899080361146,2.8551699605570136,56.04042644458629,30.474414371057023,2011
NIFTY SMALLCAP 100,2011-04-11,3782.78,17.24,2.31,3599.1026575869437,5.1034204880447875,-2.618973347643805,-1.706681329604165,-11.349589455374097,-9.686791195892974,-16.979047155795477,5.7833128016961055,59.64185070239345,32.90622240785876,2011
NIFTY SMALLCAP 100,2011-04-13,3843.28,17.52,2.34,3601.599150186434,6.710376133919723,-4.815938469224212,-2.8067171790762124,-11.310130929830775,-10.997897629108477,-18.076486750900266,3.0304843779271895,57.12880664432463,33.09464832122562,2011
NIFTY SMALLCAP 100,2011-04-15,3845.87,17.48,2.34,3604.0973744607036,6.708271181920376,-5.483284666408384,-2.6885984185632927,-10.133467849927325,-10.199772743228452,-18.131658116368975,2.9610985290714487,56.57705538668753,34.62103503238541,2011
NIFTY SMALLCAP 100,2011-04-18,3787.54,17.21,2.31,3607.8479603900937,4.980587917858859,-5.114401432064087,-0.9217064374237638,-9.788411475522363,-7.714505985415332,-15.306505013808424,5.728256335246629,51.399061132027654,36.69426593514524,2011
NIFTY SMALLCAP 100,2011-04-19,3811.73,17.34,2.32,3609.09902283907,5.614447702283652,-6.394471801517954,-1.0601485414759138,-9.133123279980481,-7.799083355851543,-14.890351625115105,5.057283700576898,50.4382524470516,36.89978041466735,2011
NIFTY SMALLCAP 100,2011-04-20,3866.84,17.55,2.36,3610.3505191082268,7.104281967478533,-6.81228082879044,-2.93857516732009,-11.132863009589233,-9.83981752542128,-16.10332985073083,3.560012827011194,48.29421439728563,34.94869195518822,2011
NIFTY SMALLCAP 100,2011-04-21,3858.6,17.51,2.35,3611.602449347996,6.839001637530583,-7.942518011714084,-3.197532783911261,-11.511947338412886,-11.119317887316637,-15.924169387860875,3.7811641528015416,48.7871248639403,34.780749494635344,2011
NIFTY SMALLCAP 100,2011-04-25,3867.16,17.7,2.36,3616.614513023658,6.927624884380446,-7.904508735092419,-2.0774935611663214,-11.667735495816057,-11.710402465892278,-15.622834328034008,3.0911573350986155,38.23839717001623,34.023417701879424,2011
NIFTY SMALLCAP 100,2011-04-26,3871.16,17.66,2.36,3617.8686153747944,7.001121697697847,-7.5778319676789385,-3.0993293999731386,-10.901383564616285,-12.186528069105895,-16.83242232302462,3.4224883497453007,38.09555792062327,34.64697920003306,2011
NIFTY SMALLCAP 100,2011-04-27,3874.28,17.69,2.36,3619.123152600231,7.050239426543044,-6.487915173916193,-2.917187193491433,-10.234933974828875,-12.08301929648864,-16.75356453328103,3.3392010902670854,37.98434805951039,35.369668686826984,2011
NIFTY SMALLCAP 100,2011-04-28,3846.46,17.44,2.35,3620.3781248507667,6.244703380494339,-5.067256646370943,-3.0006811457807925,-9.585696978520508,-11.15467208810178,-16.151474342642334,4.086614705469449,41.2987526192915,34.95785735455459,2011
NIFTY SMALLCAP 100,2011-04-29,3793.64,17.0,2.31,3621.6335322772507,4.749416698011218,-3.745479275840613,-2.2711696418215688,-8.166035786210601,-9.196708174734558,-14.984025895973263,5.419860608808436,44.22955261964763,37.11237755822905,2011
NIFTY SMALLCAP 100,2011-05-02,3736.95,16.66,2.28,3625.4023671216746,3.0768345574531777,-1.0248999852821128,-2.33586213355812,-7.419151982231497,-7.491403417225273,-12.871459345187919,5.532586735171741,49.76652082580715,39.84399041999491,2011
NIFTY SMALLCAP 100,2011-05-03,3656.45,16.23,2.25,3626.659516761497,0.8214303852021095,1.0430882413269726,-0.5866345772538861,-5.4424373367610634,-6.461185029194983,-11.453732445404686,7.343188064926354,53.06376403342039,42.41955995569473,2011
NIFTY SMALLCAP 100,2011-05-04,3641.57,16.19,2.24,3627.917102332301,0.37632882126556827,2.0312667338538093,-0.9473935692572155,-4.478013604022446,-8.222277753825956,-9.735361396320819,7.7818083958292705,53.689205480053914,40.53828431143709,2011
NIFTY SMALLCAP 100,2011-05-05,3596.71,15.99,2.14,3629.175123985254,-0.8945593110316286,3.3038526875950547,-2.6424148735928132,-3.484017338067291,-6.575731710368649,-8.609534824881626,9.126118035649245,55.81183915300372,42.20217921378149,2011
NIFTY SMALLCAP 100,2011-05-06,3627.62,16.05,2.16,3630.4335818715685,-0.07749988556788841,2.423627612594492,-5.393618956781577,-4.306404750221904,-7.371775434031125,-9.388249044828278,8.455406023784185,48.98749042071662,40.77825130526349,2011
NIFTY SMALLCAP 100,2011-05-09,3640.23,16.12,2.16,3634.211574443644,0.16560471048736897,2.4943478846116918,-7.710227101034828,-5.900176637190513,-10.718553497993256,-8.297003211335552,9.381824774808178,49.80372119344108,42.95937344618335,2011
NIFTY SMALLCAP 100,2011-05-10,3646.75,16.12,2.17,3635.4717787766253,0.31022717021805346,1.7689723726606044,-5.731953108932619,-7.420305751696709,-10.634126276821831,-8.286830739699724,10.143278261465682,49.535888119558514,42.827174881744035,2011
NIFTY SMALLCAP 100,2011-05-11,3683.71,16.25,2.19,3636.7324200998405,1.2917524434989867,0.8236261812140544,-7.267673079585535,-8.34919144015137,-12.189070257973622,-8.825613308322321,9.038170757198593,48.03554025696919,40.722260981456195,2011
NIFTY SMALLCAP 100,2011-05-12,3632.07,16.0,2.16,3637.9934985648188,-0.16282323118926434,2.257115088640904,-5.88397250053,-8.64988835567596,-12.540231878790886,-8.955499205687111,10.588452315071017,46.35318151907863,44.12167166381706,2011
NIFTY SMALLCAP 100,2011-05-13,3658.19,16.12,2.17,3639.255014323144,0.5202984017974213,1.5269846563464418,-7.981816144049381,-9.302141222845172,-13.164707136589415,-9.605569967661598,12.711477533971705,46.88684841410642,42.60877647142438,2011
NIFTY SMALLCAP 100,2011-05-16,3634.99,16.04,2.17,3643.042186874836,-0.22102919652828806,0.9141703278413349,-7.3945182792799935,-12.41654034811649,-12.796183758414736,-7.610474856877181,16.89578238179472,50.919259750370706,43.6345079353726,2011
NIFTY SMALLCAP 100,2011-05-17,3616.89,15.96,2.16,3644.305453323443,-0.7522819827970664,0.4979416017628413,-7.6886496409898974,-13.424240162128232,-12.008659373107832,-6.745850717052493,25.26231099093421,51.67450489232461,45.27812568256155,2011
NIFTY SMALLCAP 100,2011-05-18,3593.83,15.71,2.2,3645.5691578241067,-1.4192340231171965,-2.9965245991045775,-9.730009488484425,-14.392166574378862,-11.22980218875127,-6.5356458151888175,26.066063225027357,52.647732363523026,82.53924086559464,2011
NIFTY SMALLCAP 100,2011-05-19,3567.99,15.6,2.18,3646.8333005287254,-2.161966123247114,-2.294008671548964,-10.551879349437632,-15.645783760604704,-9.903054661027632,-5.8587608149126,26.97905543457242,54.52397568378835,83.86122158414122,2011
NIFTY SMALLCAP 100,2011-05-20,3603.42,15.5,2.2,3648.0978815892518,-1.2246897709276452,-3.2546858262428535,-10.009935006188575,-16.475181910518344,-10.788917195331106,-6.784388164576994,29.256373112210056,53.18364220657044,82.05343812267233,2011
NIFTY SMALLCAP 100,2011-05-23,3552.13,15.12,2.17,3651.894256426592,-2.7318495394828926,-3.272965797986005,-7.2581803030857595,-17.091998322133485,-10.643754592315036,-10.341119272098709,40.76765208480546,54.781778820031924,84.68214845740441,2011
NIFTY SMALLCAP 100,2011-05-24,3573.64,15.19,2.18,3653.1605924313258,-2.1767614759689975,-1.5085459083735264,-8.32764352313048,-16.877469470903616,-10.322528290482536,-10.427463314715524,35.73974994683293,53.850135995791426,83.57053312588845,2011
NIFTY SMALLCAP 100,2011-05-25,3561.48,15.12,2.18,3654.4273675525196,-2.543418111898863,-0.2779743252805056,-8.658198277120754,-15.952076103193058,-9.596572211552502,-9.248402349585005,36.203207655244455,54.37542819277379,84.19729999887686,2011
NIFTY SMALLCAP 100,2011-05-26,3577.81,15.07,2.19,3655.694581942442,-2.130500242748893,-0.7331300432387389,-11.275053733988116,-14.943778456653645,-9.100818657223275,-9.66261483980424,35.58154289914781,53.02237961210909,83.35657846559765,2011
NIFTY SMALLCAP 100,2011-05-27,3622.92,15.26,2.21,3656.962235753414,-0.9308883592121779,-1.9691298731410067,-9.932871827144963,-16.002837490201273,-10.23263003323287,-10.787431132898329,32.97009042429862,51.37651397215506,81.07355392887503,2011
NIFTY SMALLCAP 100,2011-05-30,3651.55,15.39,2.15,3660.767835236635,-0.25180059625494206,0.36915830263861693,-8.877326067012648,-17.837630595226695,-11.966151360381216,-11.493749229779137,31.8357957579658,52.05871479234845,79.65384562719939,2011
NIFTY SMALLCAP 100,2011-05-31,3706.83,15.21,2.18,3662.0372482560774,1.2231648316863395,-1.1276481521947268,-9.881758807390673,-19.06291899008048,-13.335653374986167,-14.867959955001986,33.82728638756027,49.79106136510172,76.97466568469554,2011
NIFTY SMALLCAP 100,2011-06-01,3727.77,15.36,2.19,3663.3071014589686,1.7596913596285169,-1.4161281409528992,-10.387979945114633,-18.95959246412735,-15.206678523621353,-15.385069357819825,33.07553845864955,48.94964013337733,75.98054601008108,2011
NIFTY SMALLCAP 100,2011-06-02,3698.65,15.14,2.17,3664.577394997948,0.9297826551176221,0.3649980398253483,-9.682451705351946,-17.130574669136035,-14.551255187703626,-14.718883917104897,34.12326118989362,46.694064050396754,77.36606599705296,2011
NIFTY SMALLCAP 100,2011-06-03,3694.59,15.12,2.17,3665.848129025708,0.7840442364951661,0.4752895449833483,-8.953090870705548,-16.69170327424694,-14.457355213975031,-14.625168151269829,35.53736679848103,42.15785784078881,77.560974289434,2011
NIFTY SMALLCAP 100,2011-06-06,3715.54,14.29,2.18,3669.6629755693752,1.250169967543315,0.6144463523471755,-8.644503894454104,-16.921900988819928,-13.15394263014259,-14.686694262475985,43.232208508049986,39.14801078712651,76.55980019055102,2011
NIFTY SMALLCAP 100,2011-06-07,3742.0,14.43,2.2,3670.9354730802297,1.9358696833791267,1.002672367717805,-8.509620523784067,-17.509353287012285,-13.1467129877071,-15.626670229823624,46.040887226082326,38.16408337787281,75.31133083912344,2011
NIFTY SMALLCAP 100,2011-06-08,3738.67,14.41,2.14,3672.208411844115,1.8098533825456127,-0.10645496928052278,-7.906555004854665,-18.77325359018046,-12.866072694300378,-16.84743505043237,46.17096454086613,38.287144893772386,75.46747907678397,2011
NIFTY SMALLCAP 100,2011-06-09,3731.03,14.38,2.13,3673.481792014043,1.566584816374043,-0.3433368265599701,-8.2532169400943,-19.394912396844845,-12.786817581204124,-16.677164214707464,46.470277644511036,37.59605256457333,75.82678241665168,2011
NIFTY SMALLCAP 100,2011-06-10,3711.26,14.31,2.12,3674.7556137430743,0.9933826924545576,0.18753738622461213,-8.856560844564921,-20.505434811896773,-12.32223018597458,-16.23330081966772,46.71567068866098,39.646642919116395,76.76341727607334,2011
NIFTY SMALLCAP 100,2011-06-13,3714.05,14.32,2.12,3678.5797298162183,0.9642381785633866,0.57511342065939,-9.048881948277499,-20.877478763075352,-11.7809399442657,-20.286479718905248,38.35704958199268,38.13761257925983,76.63063232859007,2011
NIFTY SMALLCAP 100,2011-06-14,3729.83,14.38,2.13,3679.8553193133553,1.3580610200721075,0.3297737430392411,-8.709244121045733,-22.007169227551927,-13.081829466758531,-19.221519479440076,38.32533922457593,37.553186070142615,75.88335125193373,2011
NIFTY SMALLCAP 100,2011-06-15,3700.99,14.27,2.12,3681.131351135706,0.5394713464426315,1.120781196382592,-7.543927435632081,-22.601790331776083,-11.866824822547473,-18.366437088454703,39.403240754500835,38.62507058922073,77.25392395007822,2011
NIFTY SMALLCAP 100,2011-06-16,3668.22,14.15,2.1,3682.4078254366514,-0.38528664149167685,2.3011160726456037,-6.8886271815757905,-23.791375653586744,-12.235362110233295,-17.637164619352163,40.64859795759253,40.322826875160175,78.83741978398243,2011
NIFTY SMALLCAP 100,2011-06-17,3634.9,13.94,2.08,3683.6847423696263,-1.3243462940382933,3.238878648656085,-6.10168092657295,-25.07496767448899,-11.430850917494295,-16.88217007345457,44.694489532036656,43.09609617871193,80.47676689867671,2011
NIFTY SMALLCAP 100,2011-06-20,3486.14,13.37,1.99,3687.5181504958723,-5.461075505995611,7.660908626733298,-0.6735242990815071,-23.068207243541572,-6.283167055826788,-14.723734560287305,46.5689846076176,54.41577217208717,88.17804218992926,2011
NIFTY SMALLCAP 100,2011-06-21,3468.75,13.34,2.01,3688.7968394923746,-5.965274019337315,7.682018018018022,0.9279999999999955,-21.44864864864865,-5.024864864864876,-15.21297297297297,48.70486486486485,55.18990990990991,89.12144144144143,2011
NIFTY SMALLCAP 100,2011-06-22,3437.3,13.2,1.99,3690.0759718888785,-6.850156306117654,9.883338666976972,-1.3362231984406447,-20.107351700462573,-4.195153172548228,-16.988624792715225,50.065458353940585,56.60983911791229,90.85183137928024,2011
NIFTY SMALLCAP 100,2011-06-23,3435.87,13.2,1.98,3691.355547839136,-6.921185036989823,10.21429797984208,-2.1764502149382747,-20.028988291175164,-4.2760639954363855,-16.95407567806698,50.127915200516895,56.842371801028555,90.93126340635705,2011
NIFTY SMALLCAP 100,2011-06-24,3519.73,13.52,2.03,3692.6355674969554,-4.682443320941066,7.588366153085602,-5.950740539757304,-21.025192273270964,-6.556752932753374,-18.932702224318344,49.67199188574125,51.78294926031259,86.38219408875112,2011
NIFTY SMALLCAP 100,2011-06-27,3551.58,13.67,2.05,3696.4782902546585,-3.919901021376653,5.903851243671832,-5.161646365842798,-22.333158763142038,-7.121619110367772,-20.291813784287548,48.89429493352255,48.089019534967534,84.71074845561692,2011
NIFTY SMALLCAP 100,2011-06-28,3583.07,13.8,2.03,3697.7600862818654,-3.1016097206346136,4.1296988336817275,-6.704306642069513,-23.95487668396097,-7.957421987290236,-18.872642733745092,50.4129140653127,46.78753136276992,83.0874082839576,2011
NIFTY SMALLCAP 100,2011-06-29,3635.46,14.0,2.06,3699.042326786471,-1.7188861648335905,1.9810422890088164,-8.428644518162764,-25.24742398486024,-7.828720437028602,-18.042008439097113,48.24533896673322,44.67220104195893,80.44896656819218,2011
